title,date,source,author,category,label
Forward sign effect participant interest.,5/8/2024,Daily News,Marc Boyd,Sports,fake
Campaign discussion key.,11/3/2023,Reuters,Michael Burns,Health,fake
Green building month respond still something.,8/11/2024,The Guardian,Marissa Boyd,Politics,fake
Site still quite paper hot.,4/14/2024,The Guardian,Christopher Kirk,Technology,real
Role expect finally necessary indicate against.,11/28/2023,Reuters,Martha Barnett,Business,real
Perform wind reflect choose Mr memory pull almost.,12/14/2023,Daily News,Denise Garcia,Technology,real
Any time huge building success buy occur.,11/25/2022,The Guardian,Amanda Carey,Business,real
Radio small sister believe.,11/19/2022,BBC,Cynthia Adkins,Science,real
Check break task.,5/15/2022,Reuters,Jeremy Kaufman,Politics,real
After different who exist.,3/13/2023,Daily News,Tiffany Green,Entertainment,fake
Push eight purpose office space artist nature.,5/23/2023,BBC,Jacob Ellis,Science,real
Scene tough gun manager official.,9/1/2024,Daily News,Ian Wright,Science,fake
Much mission mention peace official between education.,1/11/2025,Daily News,Dale Church,Health,fake
Time available town bag.,5/5/2024,Global Times,Kelly Huffman,Science,fake
Very movement lead reality.,7/20/2022,The Guardian,Stacey Dudley,Health,fake
Always nearly drop either.,10/4/2023,BBC,Todd Jones,Politics,fake
Commercial affect night job per.,4/14/2025,Reuters,Victoria Taylor,Business,fake
Idea least raise change size church film.,10/2/2023,Daily News,Jerry Castro,Business,fake
To stay number move away.,9/2/2024,BBC,Robert Young,Entertainment,fake
Box husband economy image.,4/5/2023,,Sheila Lee,Entertainment,real
Effect TV charge another concern school finally.,11/12/2022,Daily News,Willie Martin,Sports,real
Fly low half common likely affect.,11/8/2024,CNN,Laura Fitzgerald,Politics,real
Citizen total chance everyone.,11/18/2023,Fox News,Amy Wagner,Health,real
Five a yet affect.,9/20/2023,Fox News,Eric Dennis Jr.,Sports,fake
View lot seem tell.,3/22/2024,NY Times,,Health,real
Major out choose total teacher military talk girl.,5/18/2024,Global Times,Jay Anderson,Health,real
Movie provide national place major director.,5/7/2024,The Guardian,Katie Smith,Business,fake
Responsibility recently test scientist summer feel product then.,7/2/2024,The Guardian,Robert Ramirez,Sports,real
Science glass unit really resource interest use.,7/3/2024,NY Times,Mary Richards,Business,fake
Scene argue education on commercial over.,3/6/2023,Fox News,,Technology,fake
Great collection so media surface national fall.,8/27/2023,BBC,Stacy Michael,Technology,real
Improve day investment interview book.,10/10/2024,NY Times,Julia Webb,Entertainment,real
Drive method hit.,9/24/2023,Global Times,Cathy Roberts,Business,fake
Record tell often picture notice sometimes director.,11/1/2022,Global Times,Jacob Robinson,Entertainment,fake
Seek water black.,12/14/2023,Global Times,,Politics,real
Miss son wonder role dark.,5/24/2022,Daily News,Susan Ray,Technology,fake
Age main life eat part.,10/12/2024,Reuters,Laura Frazier,Business,real
Common buy include officer.,5/8/2024,BBC,Jesus Boyer,Business,fake
Agency everything imagine sister should.,6/4/2023,CNN,Matthew Kelly,Politics,real
Huge administration agree born.,9/8/2023,Global Times,David Weiss MD,Politics,fake
Trial type hour suggest anyone.,7/2/2024,CNN,Nicole Odonnell,Sports,fake
Large she season magazine.,5/26/2024,Daily News,Colton Horn,Business,fake
So become act send.,7/10/2023,NY Times,Katie Patel,Sports,real
Network west father different case address else.,7/12/2023,BBC,Bruce Miller,Entertainment,fake
Rather anything nor now everybody together.,12/16/2023,Fox News,Karen Fleming,Science,real
Goal approach enter various several fly.,1/15/2024,The Guardian,Richard Burns,Sports,real
Need agency year wife.,10/17/2023,The Guardian,Raymond Gardner,Entertainment,real
Deal big win exist remember.,5/22/2024,BBC,Ashley Mckee,Health,real
Scientist bag education.,6/19/2024,NY Times,David Wells,Technology,real
Remain nice source statement already offer standard.,9/19/2022,BBC,Lisa Rogers,Technology,real
Teach for we sense up.,6/9/2024,The Guardian,Helen Perez,Sports,fake
Every such nothing list.,12/31/2023,Reuters,Michael Kirk,Entertainment,real
Between season animal mission modern thus religious.,2/19/2025,Reuters,Lisa Smith,Business,fake
Pull recent group grow movie raise security indicate.,8/23/2023,The Guardian,Kimberly Chapman,Business,fake
Still choose agent defense newspaper child.,2/1/2023,BBC,James Rogers,Technology,fake
Really lot respond education test industry.,11/19/2023,The Guardian,Roger Mccoy,Sports,fake
Prevent state billion force owner government author.,4/10/2023,Daily News,Debra Moore,Business,fake
Seven compare nor like fall lot throw.,2/3/2025,Daily News,Jamie Clark,Technology,real
Item add town word.,6/1/2024,NY Times,David Collins,Business,fake
National star its.,11/10/2022,CNN,Amy Boyd,Politics,real
Rule itself network someone far actually.,9/2/2024,Fox News,Nicholas Rodriguez,Sports,real
Stay cold speech table test other rate.,4/30/2023,NY Times,Jose Hogan,Business,real
Might blue able.,9/30/2022,Daily News,Jessica Skinner,Health,real
Available poor police figure draw common chair difference.,3/28/2024,Fox News,Monica Allen,Science,real
He response add strategy family.,3/23/2025,The Guardian,Nicholas Lewis,Politics,real
Suffer food both instead recently.,4/21/2025,Daily News,Steven Smith,Sports,fake
Deep surface provide whose sport.,10/9/2023,The Guardian,Holly Bates,Sports,real
Let yes usually product response assume to.,12/13/2022,Reuters,Daniel Hernandez,Entertainment,fake
North per risk early possible.,2/24/2025,Fox News,,Business,fake
Those rock film age test.,5/2/2022,Daily News,Connie Deleon,Health,fake
Give remember eye Democrat plan total.,12/20/2024,BBC,Katrina Tanner,Politics,real
Chance increase break let thousand mention.,6/18/2023,CNN,Noah Robertson,Technology,real
Him quickly drop certainly.,7/2/2023,Daily News,John Doyle,Entertainment,real
Which difference police not.,7/6/2023,,Gerald Armstrong,Business,real
Stock memory study.,10/3/2023,Global Times,,Entertainment,real
Throughout high picture stay already school.,11/26/2024,Daily News,Amanda Guerrero,Politics,real
Question increase there energy.,3/19/2024,CNN,Kyle Fritz,Science,fake
Six after expert food authority affect laugh.,9/19/2023,BBC,Dr. Michael Harrington,Politics,real
Return industry one moment.,12/3/2022,NY Times,Sara Jones,Technology,real
Describe effort memory stop per.,11/17/2022,Global Times,Rebecca Bullock,Health,real
Hundred near consider cut military.,3/18/2024,Global Times,Annette Brady,Health,real
Central protect hard gas.,9/28/2024,The Guardian,Madison Robinson,Politics,fake
Will science sister air onto despite miss.,2/28/2025,Global Times,Sharon Johns,Business,fake
Save environmental current think industry music century.,11/21/2022,CNN,Cole Fischer,Sports,fake
Focus interesting age now.,9/29/2024,,Patrick Barrera,Technology,real
Nor shake any structure among sing pretty.,8/7/2023,Fox News,Kevin Little,Business,real
Development thus agency agreement.,9/22/2024,The Guardian,Mary Miles,Technology,real
Prevent trade response about know toward scientist then.,5/4/2022,CNN,Michelle Wiggins,Entertainment,fake
Stage student reflect wrong light trip.,1/25/2025,NY Times,Karen Wiggins,Science,fake
Political fine ok challenge.,11/3/2022,BBC,Stephen Garcia,Entertainment,real
International money investment catch house beautiful.,1/15/2023,Fox News,Timothy Porter,Business,fake
Consumer message pressure.,2/28/2025,NY Times,Amanda Elliott,Technology,real
Energy unit oil position.,5/2/2024,,Mitchell Campbell,Science,fake
Provide body again specific item fact others.,6/12/2023,NY Times,Fernando Rogers,Science,fake
Say information item present.,10/8/2022,The Guardian,Mark Anderson,Politics,real
Blue product second never whole time.,9/4/2022,NY Times,Brett Pierce,Sports,fake
Such green between.,2/4/2025,Daily News,Angela Henderson,Sports,real
And size recent that.,3/22/2023,Daily News,Dustin Johnson,Technology,fake
Sometimes pass onto charge must news challenge see.,10/4/2024,NY Times,,Sports,fake
Great happy senior production statement clearly.,7/28/2024,NY Times,Justin Hernandez,Technology,fake
Require computer idea note summer.,6/20/2024,Global Times,Austin Wong,Science,real
Accept road suggest book education can.,9/20/2024,Reuters,Timothy Nichols,Business,fake
Others race nothing animal explain business add sign.,4/6/2025,Global Times,Keith Macias,Technology,real
Able administration natural space us your.,2/7/2025,CNN,Robert Tran,Sports,fake
Realize travel interesting subject program ground account join.,3/12/2024,Fox News,Charles Nguyen,Entertainment,real
Finish kid sing indicate.,3/25/2025,Reuters,Dawn White,Sports,fake
Event action audience environment health since newspaper standard.,4/28/2024,Fox News,Frederick Soto,Technology,fake
Wait campaign site child.,6/13/2023,BBC,Samuel Cantu PhD,Politics,fake
Similar around fear instead.,4/20/2025,Reuters,Andrew Frazier,Sports,real
Language common mind better operation bag.,6/16/2024,BBC,James Rodriguez,Science,fake
Get someone peace activity better cold.,8/17/2023,NY Times,Anthony Scott,Technology,real
Long particularly doctor image.,11/12/2022,Daily News,Michael Davis,Technology,real
Crime response animal cup system response wrong thank.,12/20/2024,,Matthew Thomas,Science,fake
People moment responsibility out theory feel when.,11/5/2022,Fox News,Crystal Bates,Politics,fake
Piece among war their that position without then.,1/1/2024,Reuters,Ronald Arias,Entertainment,real
Young defense support identify analysis break address them.,11/9/2024,CNN,Sara Reed,Business,real
Risk way manager interest.,6/23/2022,Reuters,Linda Thomas,Health,fake
Ground environmental against teacher less day paper television.,10/18/2024,Reuters,Eric Gallagher,Sports,real
Article factor will start.,8/6/2024,CNN,Valerie Brown,Science,fake
Entire bring forward fall fill bed spring base.,10/20/2024,Global Times,Debra Cooper,Business,real
Energy far girl.,5/31/2023,BBC,Emily Wilson,Entertainment,fake
Describe high cell actually.,2/15/2025,Global Times,David Cook,Technology,real
Any set yes enjoy even general candidate.,9/22/2022,Reuters,Melanie Coleman,Business,real
Successful ability culture sit never minute every theory.,8/9/2022,NY Times,Travis Marsh,Technology,real
Surface loss current sign option herself and.,8/2/2024,Reuters,Keith Lawrence,Entertainment,real
Person good crime recently.,12/17/2023,CNN,Jerry Logan,Technology,real
Because often always reason.,9/14/2022,Daily News,Mrs. Jamie Chavez,Sports,fake
Himself building concern our.,2/28/2024,CNN,Joshua Powell,Science,fake
Management into offer simply still simply.,7/18/2023,The Guardian,Maria Smith,Health,real
Recently prepare easy late eat from.,5/17/2023,BBC,Matthew Freeman,Politics,fake
Plan technology program.,9/8/2022,Fox News,Bryan Bailey,Politics,fake
Such voice focus finally.,8/15/2023,Global Times,Laura Hall,Sports,fake
On art physical growth take.,12/7/2022,Reuters,Anna Sloan,Sports,real
Peace another could deal involve figure speak.,3/17/2025,Daily News,Michael Davenport,Politics,fake
Begin yourself realize kind.,2/26/2023,,Mikayla Yoder,Science,fake
Environment major shoulder reach indeed.,4/29/2022,Fox News,Karina Douglas,Science,real
Add age magazine above find price my.,8/15/2023,,Zachary English,Health,fake
Fight entire suggest budget.,10/2/2023,CNN,Anthony Douglas,Technology,fake
Specific break five itself deal college.,2/2/2023,Daily News,Renee Khan MD,Health,real
Drug pull far step yet.,2/19/2023,NY Times,Chad Bennett,Science,fake
Possible Congress decide those.,1/29/2023,Reuters,Courtney Burnett,Technology,fake
Professor deal second great Republican account.,2/19/2023,BBC,Michael Stanley,Technology,fake
Article pretty will guy.,12/26/2023,NY Times,Donna Smith,Entertainment,fake
Team study right play pay.,3/17/2023,CNN,,Business,fake
Statement turn five present.,5/16/2024,The Guardian,Sara Wheeler,Business,fake
At today condition network.,6/14/2022,The Guardian,Jeremiah Daniels,Business,fake
Line town worker summer score identify too.,11/7/2023,BBC,Billy Rivera,Entertainment,real
Land space second every teacher evening according Democrat.,1/6/2024,CNN,Jessica Little,Science,fake
Camera firm kind street success democratic water medical.,4/19/2024,NY Times,Richard Gregory,Politics,real
Wide health hit just too.,6/21/2022,Global Times,Gary Phillips,Business,fake
Manager onto it card.,3/23/2024,Reuters,Jeremiah Murphy,Science,real
Light feeling knowledge kid artist loss.,7/19/2024,Global Times,Jessica Brown,Business,real
Grow action dream daughter dog interesting hear send.,12/27/2022,CNN,Denise Richardson,Science,fake
Type laugh performance bring probably mouth.,9/15/2023,Reuters,Sara Calderon,Politics,fake
Suffer writer thank.,11/6/2024,Daily News,Cassandra Walton,Business,fake
Indicate race science.,5/2/2024,NY Times,Kevin Salazar,Politics,real
Its finally offer name main stand response.,4/14/2023,BBC,Erin Ortega,Health,fake
Trade course world cost Mrs sense.,7/7/2024,Global Times,Lauren Lopez DDS,Entertainment,fake
Safe serious concern simply now sit far.,7/29/2024,Reuters,Kimberly Barnett,Sports,fake
Check themselves watch pay federal Democrat between this.,10/7/2023,The Guardian,Calvin Graves,Health,fake
Church see single and.,11/2/2023,Reuters,Tara Watson,Science,real
Serious call indicate pattern enough weight.,8/11/2024,The Guardian,,Entertainment,real
Hospital others sound already prove middle player.,6/9/2024,BBC,Joshua Nguyen,Technology,real
Lawyer return down true.,8/5/2024,The Guardian,Justin Hill,Politics,real
Research feel name adult option range.,7/18/2023,Reuters,Morgan Fowler,Business,real
Beautiful skill sit movement from artist director.,8/7/2022,CNN,John Brown,Health,fake
Finish camera story picture she various include.,10/12/2022,Global Times,Mark Stevenson,Sports,real
